"nom","type","courte_description","source","condition","avantage","normal","url"
"Science du tir monté","[Général, Guerrier]","Être en selle ne gêne pratiquement pas les tirs du personnage.","Codex Martial","[[Degré de maîtrise de 1 en Équitation], [Tir monté], [Combat monté]]","Lorsque sa monture effectue un double mouvement, le personnage ne subit plus le malus habituellement imposé sur les jets d’attaque à distance. Lorsque sa monture court ou charge, le personnage subit un malus de -2 (au lieu de -4) sur les jets d’attaque à distance. De plus, il est capable de tirer à n’importe quel moment du déplacement de sa monture.","","https://gemmaline.com/dons/dons-science-du-tir-monte-456.htm"
"Science du tir rapide","[Général, Guerrier]","Les tirs du personnage sont exceptionnellement rapides.","Codex Martial","[[Tir rapide], [Tir à bout portant], [Feu nourri]]","Le personnage ne subit pas le malus de -2 sur les jets d’attaque à distance habituellement associé à l’utilisation du don Tir rapide.","","https://gemmaline.com/dons/dons-science-du-tir-rapide-457.htm"
"Science du vol","[Monstrueux]","Le personnage possède une manœuvrabilité  meilleure que les autres de sa race.","Races of the Wild","[[Vitesse de déplacement en vol]]","La manœuvrabilité en vol du personnage augmente d'une catégorie.","","https://gemmaline.com/dons/dons-science-du-vol-1483.htm"
"Se servir de sa tête","[Général]","Le personnage est capable de se servir de la tête des monstres adverses...","Dragon Magazine #328","[[Degré de maîtrise de 5 en Utilisation d’objets magiques]]","Le personnage peut utiliser la tête coupée d'une créature morte depuis moins d'une heure et ayant un pouvoir de regard. Cela nécessite une action complexe qui provoque des attaques d'opportunités, après quoi il peut utiliser la tête comme s'il s'agissait d'un objet magique 3 fois durant les 24 prochaines heures au prix d'une action simple pour activer le pouvoir de regard de la créature. La description exact du regard et son DD sont ceux qu'avaient la créature de son vivant.","","https://gemmaline.com/dons/dons-se-servir-de-sa-tete-1330.htm"
"Sebun-do avancé","[Général, Kiho]","Le personnage a appris à dominer son énergie, lui permettant de surprendre ses adversaires.","Way of the Open Hand","[[Degré de maîtrise de 1 en Premiers secours], [Dex 13], [Science du combat à mains nues], [Sebun-do intermédiaire], [Sebun-do novice]]","Le personnage peut s'imposer un malus aux jets de dégâts à mains nues contre un adversaire pour bénéficier d'un bonus d'intuition aux tentatives de renversements et de lutte au round suivant. La pénalité doit être déclare avant le jet de dégâts, mais après que le jet d'attaque soit fait, et ne peut être supérieur au bonus de base à l'attaque.
Si la pénalité déclarée est supérieure aux dégâts infligés, le bonus devient égal aux dégâts infligés.","","https://gemmaline.com/dons/dons-sebun-do-avance-2366.htm"
"Sebun-do expert","[Général, Kiho]","Le personnage a appris à canaliser son énergie pour donner une fausse ouverture à l'adversaire pour mieux riposter. Il a aussi amélioré son savoir dans les techniques de soin.","Way of the Open Hand","[[Degré de maîtrise de 1 en Premiers secours], [Dex 13], [Science du combat à mains nues], [Sebun-do avancé], [Sebun-do intermédiaire], [Sebun-do novice]]","Au prix d'une action libre, le personnage peut choisir de conférer à un adversaire un bonus de circonstance de +6 au je d'attaque pour le toucher jusqu'à la fin de son tour. En contrepartie, le personnage peut lui porter une attaque d'opportunité après sa premier attaque au corps-à-corps.
De plus, le personnage gagne un bonus de +4 aux tests de Premiers secours.","","https://gemmaline.com/dons/dons-sebun-do-expert-2367.htm"
"Sebun-do intermédiaire","[Général, Kiho]","Le personnage a appris à utiliser la force de son adversaire contre lui","Way of the Open Hand","[[Degré de maîtrise de 1 en Premiers secours], [Dex 13], [Science du combat à mains nues], [Sebun-do novice]]","Lorsque le personnage porte une attaque d'opportunité à mains nues, il peut choisir d'ajouter le modficateur de Force de son adversaire (en plus de son propre modificateur) à son jet d'attaque.","","https://gemmaline.com/dons/dons-sebun-do-intermediaire-2365.htm"
"Sebun-do maître","[Général, Kiho]","La maîtrise du Sebun-do fait que le personnage est capable de percevoir la moindre faiblesse chez son adversaire pour l'exploiter au mieux.","Way of the Open Hand","[[Degré de maîtrise de 1 en Premiers secours], [Dex 13], [Science du combat à mains nues], [Sebun-do expert], [Sebun-do avancé], [Sebun-do intermédiaire], [Sebun-do novice]]","Au début d'une rencontre, le personnage peut choisir un adversaire. La première fois que cet adversaire réussit un jet d'attaque contre le personne, il peut tenter un jet de Réflexes (DD égal aux dégâts subis). En cas de réussite, il ne subit aucun dégât.
Ce bénéficie est perdu si le personnage attaque cet adversaire avant.
De plus, le personnage gagne un bonus de +2 aux tests de Force pour renverser une créature ainsi qu'aux tests opposés de lutte. Enfin, i  bénéficie d'un bonus d'esquive à la CA de +2 en situation de défense totale.","","https://gemmaline.com/dons/dons-sebun-do-maitre-2368.htm"
"Sebun-do novice","[Général, Kiho]","Un novice de cette école de kiho a appris à éviter les attaques ainsi qu'à parfaire ses connaissances anatomiques.","Way of the Open Hand","[[Degré de maîtrise de 1 en Premiers secours], [Dex 13], [Science du combat à mains nues]]","Le personnage reçoit un bonus d'esquive de +2 à la CA lorsqu'il combat sur la défensive. De plus, il gagne un bonus de +2 aux tests de Premiers secours","","https://gemmaline.com/dons/dons-sebun-do-novice-2364.htm"
"Second coup","[Forge, Guerrier]","Le personnage a appris à utiliser ses attaques de coups avec plus d'efficacité","Races of Eberron","[[Forgelier], [Bonus de base à l’attaque de +6]]","Lorsque le personnage porte une attaque de coup lors d'une action d'attaque à outrance, il peut porter une seconde attaque de coup avec un malus de -5 aux jet d'attaque.","","https://gemmaline.com/dons/dons-second-coup-1159.htm"
"Second souffle","[Général]","Le personnage peut soigner ses blessures mineures avec aise","Miniatures Handbook","[[]]","Une fois par jour et au prix d’une action libre, le personnage peut se soigne d’un montant égal à son modificateur de Constitution (minimum 1).","","https://gemmaline.com/dons/dons-second-souffle-1407.htm"
"Secret magique supplémentaire","[Général]","Le personnage apprend un secret magique supplémentaire.","Codex Profane","[[Faculté de lancer des sorts de 2e niveau], [Aptitude de classe de Secret magique]]","Le personnage choisit l'un des sorts qu'il connaît. Celui-ci est à jamais modifié par Extension de durée, Extension de portée, Incantation statique ou Incantation silencieuse. Le niveau du sort ne change pas et le choix du personnage est irrévocable (tant au niveau du sort qu'au niveau de la modification). Au fil de sa progression, le personnage peut choisir de modifier un même sort de différentes façons en lui adjoignant de multiples secrets magiques (via de nouvelles utilisations de ce don ou l'aptitude de classe de secret magique). Enfin, le personnage n'est pas obligé de connaître le don de métamagie qu'il applique au sort.","","https://gemmaline.com/dons/dons-secret-magique-supplementaire-1725.htm"
"Seigneur du froid absolu","[Métamagie]","Ayant soigneusement étudié les plans élémentaires et les liens qu'ils entretiennent avec le plan de l'énergie négative, le personnage a appris à manipuler le froid absolu.","Codex Profane","[[Degré de maîtrise de 9 en Connaissances (plans)], [Substitution d’énergie destructive (froid)], [Faculté de lancer un sort du registre Froid]]","Le personnage peut convertir les sorts accompagnés du registre du froid en sorts de froid absolu. La moitié des dégâts infligés par le sort prend la forme de dégâts de froid, l'autre moitié étant constituée de dégâts d'énergie négative. Le jet de sauvegarde du sort ne bouge pas, mais les cibles ne peuvent appliquer leur résistance au froid ou leur immunité contre le froid qu'à la première moitié de dégâts. L'autre moitié de dégâts d'énergie négative soigne les morts-vivants. Cependant, s'ils n'ont pas de résistance au froid, les effets des dégâts et des soins s'annulent.
Un sort de froid absolu mobilise un emplacement de sort de son niveau habituel.","","https://gemmaline.com/dons/dons-seigneur-du-froid-absolu-1726.htm"
"Sens de l’opportunité","[Général]","Le personnage est toujours prêt à profiter des occasions imprévues.","Codex Aventureux","[[Dex 15], [Attaques réflexes]]","Le personnage bénéficie d’un bonus de +4 aux jets d’attaque associés à des attaques d’opportunité.","","https://gemmaline.com/dons/dons-sens-de-l-opportunite-382.htm"
"Sens de Yondalla","[Racial]","Le personnage a une excellente perception du danger. Les autres halfelins pensent que cela est une bénédiction de Yondalla","Races of the Wild","[[Halfelins]]","Le personnage ajoute son bonus de Sagesse aux jets d'initiative.","","https://gemmaline.com/dons/dons-sens-de-yondalla-952.htm"
"Sens draconiques","[Draconique]","Comme les dragons, le personnage a ses sens affutés.","Codex HeroïqueDragon Magic","[[Cha 11], [Sous-type Sang draconique]]","Le personnage gagne un bonus à tous ses tests de Détection, Fouille et de Perception auditive égal à son nombre de dons draconiques (y compris celui-ci et ceux qu'il pourrait prendre par la suite).
Il gagne de plus la vision nocturne.
S'il possède 3 dons draconiques ou plus, il gagne aussi l vision dans le noir sur 18 m.","","https://gemmaline.com/dons/dons-sens-draconiques-2155.htm"
"Sens du danger","[Général]","Le personnage est constamment sur le qui-vive.","Codex Aventureux","[[Science de l’initiative]]","Une fois par jour, le personnage peut rejouer un test d’initiative qu’il vient de faire. Il garde alors le meilleur des deux résultats. Il doit décider de recourir à ce don avant que ne commence le round de combat.","","https://gemmaline.com/dons/dons-sens-du-danger-383.htm"
"Sens du scorpion","[Général]","Comme le scorpion, le personnage peut sentir les autres créatures juste par leur contact avec le sable.","Sandstorm","[[Concentration du scorpion]]","Le personnage gagne la perception des vibrations sur 3 mètres. Ce pouvoir passe à 6 mètres s'il se trouve sur une zone couverte d'au moins 5 centimètres de sable, poussière ou cendre.","","https://gemmaline.com/dons/dons-sens-du-scorpion-2252.htm"
"Sens elfiques","[Racial]","Les sens du personnage sont aussi acérés que ceux d'un véritable elfe.","Bastards and Bloodlines","[[Aellar, Demi-elfes, Fey'ri, Wyrd]]","Le bonus racial aux tests de Détection, Fouille et Perception auditive du personnage passe à +2. Si le bonus est déjà de +2 ou plus, celui-ci ne change pas.
De plus, s'il passe à 1,50 mètres ou moins d'une porte ou passage dissimulée, le personnage peut réaliser un test de Fouille comme s'il cherchait activement.","","https://gemmaline.com/dons/dons-sens-elfiques-2265.htm"
"Sensibilité aux nodes","[Node]","Le personnage perçoit les nodes quand il passe non loin d'eux.","Champions of RuinOutre-Terre","[[]]","Le personnage remarque automatiquement la présence des nodes situés dans un rayon de 9 mètres.
","Une créature dénuée de ce don qui passe à 9 mètres ou moins de la couche externe d'un node doit réussir un test d'Intelligence (DD 20) pour remarquer sa présence. Une créature pourvue du don Maîtrise des nodes a le choix entre un test d'Intelligence et un test d'Art de la magie (DD 20).","https://gemmaline.com/dons/dons-sensibilite-aux-nodes-841.htm"
